UID,SITE_ID,YEAR,VISIT_NO,DATE_COL,LAT_DD83,LON_DD83,XCOORD,YCOORD,AG_ECO3_NM,AG_ECO9_NM,MISS_BASIN_NM,MAJ_BAS_NM,FS_EW,EPA_REG,STRAH_CAT,NARS_OWN,NRS13_EVAL,NRS13_MDC,NRS13_PNL,NRS13_SF,NRS13_STRA,NRS13_TNT,NRS13_URBN,NRS13_VST,WGT_EXT_SP,ANC_COND,ANC,DOC,PH,SAL_COND,COND,NTL_COND,NTL_UG_L,PTL_COND,PTL,BENT_MMI_COND,MMI_BENT,OE_SCORE,OE_COND,INSTRMCVR_COND,L_XFC_NAT,BEDSED_COND,LRBS_USE,RIPDIST_COND,W1_HALL,RIPVEG_COND,L_XCMGW,FISH_MMI_COND,MMI_FISH,ENT_1X_CCE_100ML,ENT_1X_STV_COND,MICX_COND,MICX_RESULT,MICX_MDL,MICX_RL,MICX_FLAG,HG_COND,MERCURY_RESULT,MERCURY_MDL,MERCURY_RL,MERCURY_FLAG,MERCURY_DATA_FLAG,MERCURY_COMMENT,PUBLICATION_DATE
1002312,ARSS-1090,2013,1,7/11/2013,34.48397,-92.84216,287703.5,-332925.3,Eastern Highlands,Southern Appalachians,Lower Mississippi Region,Lower Mississippi Region,,Region_6,SmallStreams,Private,Target_Sampled,AR_SmallStreams_SAP,Base_NewSmallStreams,Include,AR,Target,NonUrban,1,5038.041688,None,492,9.1506,,Good,76.3,Fair,281,Fair,20,Fair,38.48,0.900285017,O/E>=0.9,Good,-0.821284597,Good,0.852092305,Moderate,0.636395455,Good,0.127693672,Fair,59.86,646.3819873,Below Human Health Threshold,<= 8 ug/L,0.14,,0.15,L,Not Assessed,132,2.19,12.1,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002313,ARR9-0906,2013,1,7/10/2013,34.92887774,-93.36068491,239093.584,-284622.396,Eastern Highlands,Southern Appalachians,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,RiversOther,Private,Target_Sampled,AR_Rivers_AR_5th,Base_09River,Include,AR,Target,NonUrban,1,132.704511,None,295,12.6981,,Good,53.2,Fair,390,Fair,20,Poor,3.67,0.628573488,O/E<0.8,Good,-0.912670402,Good,1.52611234,Low,0.030304545,Good,0.231261012,Poor,37,1501.746773,Above Human Health Threshold,<= 8 ug/L,0.134,,0.15,L,Exceeds 300 ng Hg/g ww,592,3.73,20.7,H,LAB_1,This sample was analyzed outside of the recommended holding time.,4/29/2019
1002314,MDLS-1041,2013,1,7/11/2013,38.33388,-75.32309,1776270,287463.5,Plains and Lowlands,Coastal Plains,,Mid-Atlantic Region,,Region_3,LargeStreams,Private,Target_Sampled,MD_LargeStreams_CPL,Base_NewLargeStreams,Include,MD,Target,NonUrban,1,217.4741283,None,384.89,13.44,6.83,Good,121.2,Poor,1464,Poor,214,Poor,35.15,0.972751236,O/E>=0.9,Good,-0.158583644,Fair,-2.286039372,High,2.030340909,Good,0.230390857,Not Assessed,,4163.029445,Above Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,190,1.81,10,,,,4/29/2019
1002315,NJSS-1081,2013,1,7/11/2013,40.44914,-74.91378,1758693,526426.3,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_2,SmallStreams,Private,Target_Sampled,NJ_SmallStreams_SAP,Base_NewSmallStreams,Include,NJ,Target,NonUrban,1,591.3942211,None,938.44,1.98,7.77,Good,201,Poor,1770,Poor,152,Poor,27.97,0.733425815,O/E<0.8,Good,-0.401906196,Good,-0.587672963,High,3.166754545,Poor,-0.356996206,Poor,38.19,454.845634,Below Human Health Threshold,<= 8 ug/L,0.111,,0.15,L,Not Assessed,77.8,2.62,14.5,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002316,MTR9-0909,2013,1,7/9/2013,46.45775,-110.3713,-1102942,1084403,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,RiversOther,Private,Target_Sampled,MT_Rivers_MT_5th,Base_09River,Include,MT,Target,NonUrban,1,9.759983561,None,3709.29,6.26,8.16,Good,522,Fair,633,Poor,170,Good,68.15,1.046768308,O/E>=0.9,Good,-0.198783445,Good,-0.250678762,High,1.515168182,Good,-0.169892722,Good,60.01,1311.908004,Above Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,135,1.67,9.23,,,,4/29/2019
1002317,MTS9-0924,2013,1,7/8/2013,46.16677,-110.5491,-1121401,1054588,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,LargeStreams,Private,Target_Sampled,MT_Streams_MT_4th,Base_09Stream,Include,MT,Target,NonUrban,1,222.472116,None,1594.15,1.17,7.85,Good,160,Good,100,Good,27,Good,93.33,0.840498449,O/E<0.9,Good,-0.282859263,Good,-0.215855414,High,1.757586364,Good,-0.117889618,Good,65.65,231.2279267,Below Human Health Threshold,<= 8 ug/L,0.116,,0.15,L,Does Not Exceed 300 ng Hg/g ww,174,3.79,21,,,,4/29/2019
1002319,MNRM-1012,2013,1,7/10/2013,44.13431,-91.73915,339722.3,750125.9,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_5,RiversMajor,Private,Target_Sampled,MN_RiversMajor_UMW,Base_NewRiversMajor,Include,MN,Target,NonUrban,1,82.91321274,None,2774.06,10.29,8.17,Good,421,Poor,4800,Poor,203,Fair,35.22,0.678839557,O/E<0.8,Good,-0.401906196,Poor,-1.885990521,Low,0.030304545,Good,0.08956871,Not Assessed,,304.1723427,Below Human Health Threshold,<= 8 ug/L,0.319,,,,Does Not Exceed 300 ng Hg/g ww,168,3.49,19.3,,,,4/29/2019
1002320,COSS-1099,2013,1,7/11/2013,40.74967,-105.852,-823522.6,406897.2,West,Western Mountains,Lower Missouri Region,Missouri Region,West,Region_8,SmallStreams,USFS,Target_Sampled,CO_SmallStreams_WMT,Base_NewSmallStreams,Include,CO,Target,NonUrban,1,1090.525368,None,567.56,2.28,7.68,Good,62.9,Good,124,Poor,48,Good,59.9,0.784157345,O/E<0.8,Good,-0.148741651,Good,-0.361865956,Low,0,Good,0.036792161,Poor,51.96,386.141869,Below Human Health Threshold,<= 8 ug/L,0.492,,,,Not Assessed,,,,,,,4/29/2019
1002321,NHSS-1070,2013,1,7/11/2013,43.83178,-71.005,1979414,970588.4,Eastern Highlands,Northern Appalachians,,New England Region,,Region_1,SmallStreams,Private,Target_Sampled,NH_SmallStreams_NAP,Base_NewSmallStreams,Include,NH,Target,NonUrban,1,550.4757164,None,75.91,1.28,6.12,Good,19.5,Good,114,Fair,31,Poor,20.25,0.662615564,O/E<0.8,Fair,-0.520472675,Poor,-2.133457909,Moderate,0.871245455,Fair,-0.079497211,Good,73.28,987.9448584,Below Human Health Threshold,<= 8 ug/L,0.147,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002322,MNR9-0901,2013,1,7/11/2013,44.13244,-91.72952,340499,749952.6,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_5,RiversMajor,Private,Target_Sampled,MN_Rivers_MN_7th+,Base_09River_RVT,Include,MN,Target,NonUrban,2,41.38724305,None,2827.12,9.98,8.08,Good,424,Poor,4650,Poor,192,Good,37.7,0.933404391,O/E>=0.9,Good,-0.515053408,Poor,-1.4309901,Moderate,0.982600801,Good,0.001379652,Poor,13.7,196.3220526,Below Human Health Threshold,<= 8 ug/L,0.35,,,,Exceeds 300 ng Hg/g ww,377,1.62,8.99,,,,4/29/2019
1002323,ORLS-1104,2013,1,7/11/2013,45.8587,-117.6355,-1667428,1125017,West,Western Mountains,,Pacific Northwest Region,West,Region_10,LargeStreams,USFS,Target_Sampled,OR_LargeStreams_WMT,Base_NewLargeStreams,Include,OR,Target,NonUrban,1,374.6229443,None,847.53,1.78,7.85,Good,92.3,Fair,150,Poor,133,Good,77.32,1.289561455,O/E>=0.9,Fair,-0.608423395,Good,-0.426971887,Low,0,Good,0.018265381,Good,77.69,285.5393524,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,26.2,3.07,17,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002324,ORRM-1001,2013,1,7/10/2013,45.7653,-117.7599,-1679198,1117104,West,Western Mountains,,Pacific Northwest Region,West,Region_10,RiversMajor,USFS,Target_Sampled,OR_RiversMajor_WMT,Base_NewRiversMajor,Include,OR,Target,NonUrban,1,89.80911379,None,888.74,1.06,7.97,Good,104.5,Good,125,Fair,27,Good,69.97,1.194036832,O/E>=0.9,Fair,-0.795880017,Good,0.278248134,Low,0.068181818,Good,0.012549644,Good,83.09,462.5460741,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,558,1.65,9.16,,,,4/29/2019
1002325,MDLS-1038,2013,1,7/12/2013,39.18863,-76.85368,1627468,353765.4,Eastern Highlands,Southern Appalachians,,Mid-Atlantic Region,,Region_3,LargeStreams,Private,Target_Sampled,MD_LargeStreams_SAP,Base_NewLargeStreams,Include,MD,Target,Urban,1,278.0763364,None,1346.03,3.02,7.78,Good,402,Poor,1496,Poor,105,Poor,13.15,1.055553659,O/E>=0.9,Good,-0.224488846,Fair,-0.737292036,High,1.660574892,Good,0.165702855,Not Assessed,,6381.913591,Above Human Health Threshold,<= 8 ug/L,0.241,,,,Does Not Exceed 300 ng Hg/g ww,60.8,2,11.1,,,,4/29/2019
1002326,WYS9-0928,2013,1,7/12/2013,41.0327,-105.6756,-805604.9,436911.9,West,Xeric,Lower Missouri Region,Missouri Region,,Region_8,SmallStreams,Private,Target_Sampled,WY_Streams_WY_1st,Base_09Stream,Include,WY,Target,NonUrban,1,717.4544373,None,975.11,3.93,7.83,Good,109.3,Fair,379,Poor,97,Fair,49.95,0.80787421,O/E<0.9,Good,-0.160008028,Good,-1.741532647,High,1.5,Fair,-0.548632296,Good,85.67,1596.2345,Above Human Health Threshold,<= 8 ug/L,0.124,,0.15,L,Not Assessed,32,3.96,21.9,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002327,NJSS-1087,2013,1,7/12/2013,40.04303,-74.60168,1794443,487894.7,Plains and Lowlands,Coastal Plains,,Mid-Atlantic Region,,Region_2,SmallStreams,Private,Target_Sampled,NJ_SmallStreams_CPL,Base_NewSmallStreams,Include,NJ,Target,Urban,1,1298.379834,None,670.3,7.09,6.88,Good,160.4,Poor,1099,Poor,207,Fair,40.75,1.131144884,O/E>=0.9,Good,-0.409441858,Good,-1.775540919,Moderate,0.462140909,Good,0.04354089,Poor,39.68,4376.767453,Above Human Health Threshold,<= 8 ug/L,0.236,,,,Does Not Exceed 300 ng Hg/g ww,98.2,2.09,11.6,,,,4/29/2019
1002328,LARO-1019,2013,1,7/11/2013,29.67975,-91.28559,455963,-861625.4,Plains and Lowlands,Coastal Plains,Lower Mississippi Region,Lower Mississippi Region,,Region_6,RiversOther,Private,Target_Sampled,LA_RiversOther_CPL,Base_NewRiversOther,Include,LA,Target,Urban,1,463.2223792,None,1716,4.04,8.8,Good,256,Good,603,Fair,88,Poor,25.1,0.512525657,O/E<0.8,Good,-0.280970201,Not Assessed,,Moderate,0.787895455,Good,-0.009580414,Not Assessed,,48.81299071,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,67.8,1.96,10.9,,,,4/29/2019
1002330,NYRO-1052,2013,1,7/14/2013,44.62279,-75.22698,1631845,976005.1,Eastern Highlands,Northern Appalachians,,Great Lakes Region,,Region_2,RiversOther,Private,Target_Sampled,NY_RiversOther_NAP,Base_NewRiversOther,Include,NY,Target,NonUrban,1,115.7704917,None,445.09,13.03,7.37,Good,67.4,Poor,635,Poor,46,Poor,28.8,0.622983876,O/E<0.8,Fair,-0.697000411,Fair,-2.839330399,Moderate,0.484868182,Fair,-0.12771126,Poor,32.96,,Not Assessed,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,185,1.96,10.9,,,,4/29/2019
1002331,NJLS-1042,2013,1,7/14/2013,39.83842155,-75.3539336,1737951,450843,Plains and Lowlands,Coastal Plains,,Mid-Atlantic Region,,Region_2,LargeStreams,Other Fed,Target_Sampled,NJ_LargeStreams_CPL,Base_NewLargeStreams,Include,NJ,Target,Urban,1,343.6091749,None,647.1,4.08,7.12,Good,188,Poor,1584,Poor,124,Poor,18.92,0.470416469,OE<0.5,Fair,-0.892173573,Not Assessed,,High,3.919968182,Poor,-0.63956151,Poor,26.15,135.3528455,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,241,2.1,11.6,,,,4/29/2019
1002332,WYS9-0924,2013,1,7/15/2013,41.38215,-107.2276,-929654.8,489969,West,Western Mountains,,Upper Colorado Region,,Region_8,SmallStreams,BLM,Target_Sampled,WY_Streams_WY_1st,Base_09Stream,Include,WY,Target,NonUrban,1,1335.669836,None,2290.74,0.56,8.19,Good,270,Poor,300,Poor,121,Poor,10.03,0.598615843,O/E<0.8,Good,-0.165752748,Poor,-2.786648755,High,1.83335,Poor,-0.518296847,Poor,62.4,66.72296319,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,17.7,0.539,2.99,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002333,WYLS-1088,2013,1,7/14/2013,41.60117,-106.4195,-860337.5,506712.9,West,Xeric,Lower Missouri Region,Missouri Region,,Region_8,LargeStreams,Private,Target_Sampled,WY_LargeStreams_XER,Base_NewLargeStreams,Include,WY,Target,NonUrban,1,242.4837057,None,447.45,3.81,7.73,Good,56.2,Good,211,Good,30,Good,71.93,1.076963224,O/E>=0.9,Fair,-0.608423395,Good,-0.562346388,Moderate,1.090963636,Good,0.003832468,Not Assessed,,589.073577,Below Human Health Threshold,<= 8 ug/L,0.14,,0.15,L,Not Assessed,90.4,2.18,12.1,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002334,NYS9-0936,2013,1,7/15/2013,44.49954,-74.88522,1661278,968529.6,Eastern Highlands,Northern Appalachians,,Great Lakes Region,,Region_2,LargeStreams,Private,Target_Sampled,NY_Streams_NY_3rd,Base_09Stream,Include,NY,Target,NonUrban,1,1225.055764,None,450.26,8.87,7.67,Good,117.1,Poor,520,Fair,32,Good,76.55,1.212598245,O/E>=0.9,Good,-0.502316586,Fair,-0.632718256,Low,0.181822727,Poor,-0.160721977,Poor,39.48,1232.123879,Below Human Health Threshold,<= 8 ug/L,0.244,,,,Exceeds 300 ng Hg/g ww,549,2.62,14.5,,,,4/29/2019
1002335,IDRM-1022,2013,1,7/15/2013,45.41502,-116.1287,-1563470,1051293,West,Western Mountains,,Pacific Northwest Region,,Region_10,RiversMajor,Private,Target_Sampled,ID_RiversMajor_WMT,Base_NewRiversMajor,Include,ID,Target,NonUrban,1,29.37670905,None,915.26,1.26,7.9,Good,106.8,Good,114,Poor,53,Poor,30.27,0.512745753,O/E<0.8,Good,-0.577499695,Good,0.229749962,Moderate,0.545459091,Good,-0.224488846,Not Assessed,,75.55011246,Below Human Health Threshold,<= 8 ug/L,0.204,,,,Exceeds 300 ng Hg/g ww,850,2,11.1,,,,4/29/2019
1002336,NER9-0902,2013,1,7/15/2013,42.44907,-102.999,-571562.5,575402.4,Plains and Lowlands,Southern Plains,Upper Missouri Region,Missouri Region,,Region_7,RiversMajor,Private,Target_Sampled,NE_Rivers_NE_5th,Base_09River,Include,NE,Target,NonUrban,1,157.0599334,None,3317.012,3.93,,Good,348,Good,50,Good,20,Good,48.3,0.763392723,O/E<0.8,Fair,-1.082351291,Good,-1.704870088,High,1.5,Poor,-1.774220952,Good,59.38,953.5462895,Below Human Health Threshold,<= 8 ug/L,0.108,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002337,IDRM-1019,2013,1,7/14/2013,45.43318,-115.9813,-1551768,1050850,West,Western Mountains,,Pacific Northwest Region,,Region_10,RiversMajor,Private,Target_Sampled,ID_RiversMajor_WMT,Base_NewRiversMajor,Include,ID,Target,NonUrban,1,29.37670905,None,916.33,1.25,7.88,Good,104.4,Good,114,Poor,52,Poor,20.35,0.637342708,O/E<0.8,Good,-0.620612065,Good,0.193672041,Moderate,0.530313636,Fair,-0.316298164,Not Assessed,,160.0459798,Below Human Health Threshold,Not Detected,,0.1,,ND,Exceeds 300 ng Hg/g ww,806,7.78,43.1,,,,4/29/2019
1002338,SDR9-0911,2013,1,7/15/2013,45.76411,-100.6831,-364430.6,932864.6,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,RiversOther,Native American,Target_Sampled,SD_Rivers_SD_5th,Base_09River,Include,SD,Target,NonUrban,1,161.1919746,None,4532.6,6.66,8.39,Good,682,Fair,680,Fair,73,Poor,38.43,1.02647246,O/E>=0.9,Good,-0.697000411,Good,-0.407578066,Moderate,1.219713636,Fair,-1.059121453,Poor,34.76,370.7039463,Below Human Health Threshold,<= 8 ug/L,0.179,,,,Not Assessed,114,4.18,23.1,H,LAB_1,This sample was analyzed outside of the recommended holding time.; Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002339,CAS9-0915,2013,1,7/15/2013,40.80247233,-122.9300163,-2223377.392,687234.718,West,Western Mountains,,California Region,West,Region_9,SmallStreams,USFS,Target_Sampled,CA_Streams_CA_1st,Base_09Stream_RVT,Include,CA,Target,NonUrban,1,1204.225848,None,1130,0.5,8.02,Good,95,Good,20.8,Good,5.8,Fair,41.62,0.835237756,O/E<0.9,Poor,-0.727525465,Good,-1.109105643,Low,0,Good,-0.001087096,Poor,0,67.90778709,Below Human Health Threshold,<= 8 ug/L,0.253,,,,Not Assessed,,,,,,,4/29/2019
1002340,CAS9-0930,2013,1,7/10/2013,39.2998874,-120.9695012,-2109134.683,480422.406,West,Western Mountains,,California Region,,Region_9,SmallStreams,Private,Target_Sampled,CA_Streams_CA_2nd,Base_09Stream,Include,CA,Target,NonUrban,1,555.1265478,None,360,0.5,7.13,Good,39,Good,54.7,Good,10.9,Good,71.82,1.166783992,O/E>=0.9,Fair,-0.577499695,Good,-0.690650835,Moderate,0.39395,Good,0.108134329,Good,79.78,771.8186931,Below Human Health Threshold,<= 8 ug/L,0.188,,,,Not Assessed,,,,,,,4/29/2019
1002341,MIS9-0929,2013,1,7/15/2013,45.65369,-84.99924,855906.9,961212.2,Plains and Lowlands,Upper Midwest,,Great Lakes Region,,Region_5,SmallStreams,State,Target_Sampled,MI_Streams_MI_1st,Base_09Stream,Include,MI,Target,NonUrban,1,859.1810451,None,2755.06,8.27,8.2,Good,266,Fair,856,Fair,49,Fair,34.4,0.852756058,O/E<0.9,Fair,-0.760359317,Fair,-1.127065839,Low,0,Fair,-0.22366209,Poor,15.5,810.4882656,Below Human Health Threshold,<= 8 ug/L,3.855,,,,Not Assessed,91.4,1.96,10.9,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002342,OKRO-1088,2013,1,7/15/2013,35.68552,-96.41488,-37218.56,-203179.8,Plains and Lowlands,Southern Plains,Arkansas-White-Red Region,Arkansas-White-Red Region,,Region_6,RiversOther,Private,Target_Sampled,OK_RiversOther_FPFH,Base_NewRiversOther,Include,OK,Target,NonUrban,1,652.5839209,None,4462.33,5.21,8.3,Good,914,Fair,953,Poor,223,Good,47.48,0.57897482,O/E<0.8,Good,-0.570100974,Fair,-1.59733607,Low,0.227277273,Good,-0.008069472,Poor,39.41,675.4600865,Below Human Health Threshold,<= 8 ug/L,0.165,,,,Not Assessed,98.2,2.43,13.4,,OW_1,Reason for setting as Not Assessed: Exclude - does not meet length criterion,4/29/2019
1002343,KSR9-0905,2013,1,7/15/2013,39.72624,-94.91122,92484.77,250045.8,Plains and Lowlands,Temporate Plains,Lower Missouri Region,Missouri Region,,Region_7,RiversMajor,Private,Target_Sampled,KS_Rivers_KS_7th+,Base_09River,Include,KS,Target,Urban,1,134.726115,None,3835.87,3.76,8.52,Good,804,Poor,2775,Poor,286,Good,63.93,0.52588812,O/E<0.8,Poor,-1.190134333,Not Assessed,,Moderate,1.400772727,Good,-0.1357317,Poor,9.55,820.6962156,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,126,3.25,18,,,,4/29/2019
1002344,CARM-1010,2013,1,7/15/2013,39.50076,-121.9976,-2187765,525373.8,West,Xeric,,California Region,,Region_9,RiversMajor,Private,Target_Sampled,CA_RiversMajor_XER,Base_NewRiversMajor,Include,CA,Target,NonUrban,1,34.36641489,None,1120,0.55,8.06,Good,119,Good,31.1,Good,31.7,Poor,30.35,0.425010626,OE<0.5,Good,-0.92412139,Good,0.370861513,Low,0.278513203,Good,-0.276283188,Not Assessed,,182.7517914,Below Human Health Threshold,<= 8 ug/L,0.132,,0.15,L,Not Assessed,,,,,,,4/29/2019
1002345,NJLS-1041,2013,1,7/15/2013,39.87754,-75.13151,1754777,459915.3,Plains and Lowlands,Coastal Plains,,Mid-Atlantic Region,,Region_2,LargeStreams,Private,Target_Sampled,NJ_LargeStreams_CPL,Base_NewLargeStreams,Include,NJ,Target,Urban,1,343.6091749,None,643.7,4.22,7.16,Good,191.1,Fair,1054,Poor,199,Poor,10.32,0.561108221,O/E<0.8,Poor,-1.037071311,Not Assessed,,High,2.568259091,Poor,-0.388421514,Poor,26.56,258.2332816,Below Human Health Threshold,<= 8 ug/L,0.155,,,,Does Not Exceed 300 ng Hg/g ww,158,1.82,10.1,,,,4/29/2019
1002346,CAS9-0916,2013,1,7/11/2013,39.4667372,-120.9644497,-2103861.992,498368.145,West,Western Mountains,,California Region,West,Region_9,LargeStreams,USFS,Target_Sampled,CA_Streams_CA_3rd,Base_09Stream,Include,CA,Target,NonUrban,2,572.5474559,None,700,0.5,6.84,Good,87,Good,20.8,Good,4.8,Good,56.98,0.941467129,O/E>=0.9,Good,-0.496085569,Good,0.450106853,Low,0.090909091,Good,0.018738314,Good,89.21,272.0192099,Below Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,,,,,,,4/29/2019
1002347,DER9-0903,2013,1,7/15/2013,38.61816614,-75.63092164,1743457.27,312887.885,Plains and Lowlands,Coastal Plains,,Mid-Atlantic Region,,Region_3,RiversOther,Other Fed,Target_Sampled,DE_Rivers_DE_7th+,Base_09River_RVT,Include,DE,Target,Urban,2,19.50555675,None,306.14,8.88,6.85,Good,88.1,Poor,2011,Poor,129,Poor,21.85,0.763176834,O/E<0.8,Good,-0.396993176,Good,-1.005341131,High,1.575763636,Poor,-0.141845754,Not Assessed,,1093.230371,Below Human Health Threshold,<= 8 ug/L,0.115,,0.15,L,Does Not Exceed 300 ng Hg/g ww,58.3,3.36,18.6,,,,4/29/2019
1002348,WYS9-0931,2013,1,7/16/2013,42.13291,-106.0715,-825420.7,562772.4,West,Xeric,Lower Missouri Region,Missouri Region,,Region_8,LargeStreams,State,Target_Sampled,WY_Streams_WY_4th,Base_09Stream,Include,WY,Target,NonUrban,1,798.5169327,None,2463.23,3.75,8.46,Fair,824,Fair,434,Fair,72,Fair,45.2,0.704446481,O/E<0.8,Fair,-0.717110229,Fair,-1.866773302,High,1.5,Poor,-1.719173392,Fair,69.39,1786.49404,Above Human Health Threshold,Not Detected,,0.1,,ND,Not Assessed,296,2.39,13.2,,OW_1,Reason for setting as Not Assessed: Exclude - non-target species and does not meet length criterion,4/29/2019
1002349,NYRO-1049,2013,1,7/16/2013,44.91335,-74.93946,1646952,1012534,Eastern Highlands,Northern Appalachians,,Great Lakes Region,,Region_2,RiversOther,Private,Target_Sampled,NY_RiversOther_NAP,Base_NewRiversOther,Include,NY,Target,Urban,1,115.7704917,None,529.87,13.02,7.62,Good,75.9,Poor,629,Poor,48,Poor,34.67,0.561218983,O/E<0.8,Fair,-0.727525465,Fair,-1.985076892,Low,0.287890909,Fair,-0.095801018,Poor,15.89,276.8503721,Below Human Health Threshold,Not Detected,,0.1,,ND,Does Not Exceed 300 ng Hg/g ww,240,1.64,9.09,,,,4/29/2019
1002350,LARO-1020,2013,1,7/15/2013,29.76361,-91.44424,440185.6,-853083.6,Plains and Lowlands,Coastal Plains,Lower Mississippi Region,Lower Mississippi Region,,Region_6,RiversOther,Private,Target_Sampled,LA_RiversOther_CPL,Base_NewRiversOther,Include,LA,Target,Urban,1,463.2223792,None,1189.41,5.95,7.67,Good,159,Fair,649,Poor,481,Poor,40.5,0.615030788,O/E<0.8,Fair,-0.941022138,Not Assessed,,Low,0.159095455,Fair,-0.130368316,Poor,32.67,45.34282637,Below Human Health Threshold,<= 8 ug/L,0.165,,,,Exceeds 300 ng Hg/g ww,417,2.07,11.5,,,,4/29/2019
1002351,KSR9-0908,2013,1,7/16/2013,39.25252,-96.3266,-27925.35,196474.4,Plains and Lowlands,Temporate Plains,Lower Missouri Region,Missouri Region,,Region_7,RiversOther,Private,Target_Sampled,KS_Rivers_KS_4th5th,Base_09River,Include,KS,Target,NonUrban,1,300.6680811,None,4317.21,2.16,8.48,Good,507,Good,353,Fair,114,Good,50.08,1.2702646,O/E>=0.9,Fair,-0.743632175,Poor,-1.828542003,Moderate,0.92425,Fair,-0.201914638,Fair,55.58,175.3529956,Below Human Health Threshold,<= 8 ug/L,0.234,,,,Not Assessed,,,,,,,4/29/2019
1002352,MNR9-0907,2013,1,7/15/2013,44.79956,-93.53312,194807.3,819153.2,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_5,RiversMajor,State,Target_Sampled,MN_Rivers_MN_7th+,Base_09River,Include,MN,Target,Urban,1,41.38724305,None,4338.34,7.6,8.36,Fair,770,Poor,6000,Poor,402,Fair,36.12,0.42104582,OE<0.5,Good,-0.720208659,Fair,-1.060222338,Moderate,0.474393074,Good,0.12176869,Poor,10.36,277.193512,Below Human Health Threshold,<= 8 ug/L,0.384,,,,Exceeds 300 ng Hg/g ww,379,1.61,8.93,,,,4/29/2019
1002353,MNRM-1010,2013,1,7/16/2013,44.80982,-93.49899,197471.5,820365,Plains and Lowlands,Upper Midwest,Upper Mississippi Region,Upper Mississippi Region,,Region_5,RiversMajor,Private,Target_Sampled,MN_RiversMajor_UMW,Base_NewRiversMajor,Include,MN,Target,Urban,1,82.91321274,None,4413.65,7.82,8.39,Fair,775,Poor,5900,Poor,406,Good,49.88,0.841958701,O/E<0.9,Good,-0.755835377,Fair,-1.30557926,Low,0.272731818,Good,0.045322979,Poor,7.22,292.5615074,Below Human Health Threshold,<= 8 ug/L,0.64,,,,Exceeds 300 ng Hg/g ww,635,1.7,9.43,,,,4/29/2019
1002355,SDR9-0901,2013,1,7/16/2013,45.65636,-100.8508,-378080.4,921565.2,Plains and Lowlands,Northern Plains,Upper Missouri Region,Missouri Region,,Region_8,RiversMajor,Native American,Target_Sampled,SD_Rivers_SD_6th,Base_09River,Include,SD,Target,NonUrban,1,59.52349682,None,4060.09,9.24,8.37,Good,854,Poor,1436,Poor,278,Good,68.83,0.995620136,O/E>=0.9,Fair,-1.106894235,Fair,-0.124855576,Moderate,1.477272727,Good,-1.026452336,Poor,0,207.2955104,Below Human Health Threshold,<= 8 ug/L,0.108,,0.15,L,Not Assessed,,,,,,,4/29/2019
